time_since_start_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,vehicle_speed,trip_id
0.01,1.2521,-0.798,9.8104,0.0138,-0.0182,-0.0493,52.38674,-1.535683,0.0,M
0.11,1.0755,-1.0032,9.7642,0.0066,-0.0239,-0.0342,52.38674,-1.535683,0.0,M
0.21000000000000002,1.5947999999999998,-0.5937999999999999,9.2523,-0.04839999999999996,-0.09729999999999996,0.026600000000000026,52.38674,-1.535683,0.0,M
0.31000000000000005,1.0475450980392154,-0.30370196078431355,9.666123529411765,0.09826666666666675,0.032503921568627525,0.130521568627451,52.38674,-1.535683,0.0,M
0.41000000000000003,0.9380060606060606,-1.3576858585858593,9.917123232323233,0.053090909090909064,-0.14476464646464657,0.10003232323232321,52.38674,-1.535683,0.0,M
0.51,0.9962,-0.7901,9.6631,0.0097,0.0434,0.059,52.38674,-1.535683,0.0,M
0.6100000000000001,1.1587,-0.7391999999999999,9.7115,0.009900000000000015,0.015099999999999995,0.0019999999999999987,52.38674,-1.535683,0.0,M
0.7100000000000001,1.0599999999999998,-0.6796999999999997,9.6991,0.022699999999999977,0.010899999999999981,0.0007999999999999634,52.38674,-1.535683,0.0,M
0.81,0.8943564356435644,-0.5134623762376238,9.646228712871286,0.00022475247524752356,-0.007020792079207919,-0.03217029702970297,52.38674,-1.535683,0.0,M
0.91,1.0544,-0.7743,9.8208,0.0005,-0.0074,-0.0062,52.38674,-1.535683,0.0,M
1.01,1.0922217821782179,-0.5661811881188117,9.722879207920792,0.03129207920792083,-0.05126138613861392,0.04023564356435649,52.38674,-1.535683,0.0,M
1.11,0.9333,-0.7698,9.6612,0.0068,-0.2052,0.2854,52.38674,-1.535683,0.0,M
1.2100000000000002,0.502903960396039,-1.2401960396039609,9.096942574257426,0.04462178217821786,-0.3082693069306932,0.23361782178217816,52.38674,-1.535683,0.0,M
1.31,1.0814,-0.6625,9.746,-0.0137,-0.0285,-0.0432,52.38674,-1.535683,0.0,M
1.4100000000000001,1.052291089108911,-0.7803217821782179,9.793128712871287,-0.01637326732673268,-0.05226237623762378,-0.0765663366336634,52.38674,-1.535683,0.0,M
1.51,1.0145,-0.7162,9.6939,0.0032,0.0119,0.0173,52.38674,-1.535683,0.0,M
1.61,1.056,-0.6295,9.8134,0.0061,0.002,-0.0166,52.38674,-1.535683,0.0,M
