time_since_start_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,vehicle_speed,trip_id
0.02,0.0944,0.1348,9.8336,0.0003,-0.0055,0.0182,52.56183,-1.455243,2.16,Vta1a
0.12000000000000001,0.034299999999999976,-0.08299999999999999,9.9933,0.023899999999999994,-0.021999999999999995,0.042699999999999995,52.56183,-1.455243,2.28,Vta1a
0.22,-0.1262,0.0623,9.732,-0.0271,0.0145,-0.0228,52.56183,-1.455243,2.32,Vta1a
0.32000000000000006,0.04650000000000001,-0.024399999999999904,9.9253,2.664535259100376e-18,0.03969999999999998,0.022599999999999967,52.56183,-1.455243,2.32,Vta1a
0.42000000000000004,0.05309999999999981,0.1500999999999999,9.8509,0.004799999999999988,0.002200000000000002,-0.03559999999999998,52.56183,-1.455243,2.32,Vta1a
0.52,-0.3031,-0.04,9.863,-0.0162,0.0056,0.008,52.56183,-1.455243,2.35,Vta1a
0.6200000000000001,-0.10309999999999984,-0.13099999999999973,9.8922,0.008699999999999986,-0.005900000000000017,0.0028999999999999968,52.56183,-1.455243,2.42,Vta1a
0.7200000000000001,0.035200000000000065,0.11599999999999976,9.7963,-0.0037000000000000054,-0.021699999999999983,0.00010000000000000223,52.56183,-1.455243,2.49,Vta1a
0.8200000000000001,0.09349999999999974,-0.11499999999999981,9.9135,-0.008199999999999992,-0.0062999999999999775,0.002099999999999996,52.56183,-1.455243,2.53,Vta1a
0.92,-0.1435,0.0572,9.7802,0.0002,0.0144,-0.0016,52.56183,-1.455243,2.52,Vta1a
1.02,-0.0446,-0.0627,9.9075,-0.0077,-0.004,0.0017,52.56183,-1.455243,2.49,Vta1a
1.12,-0.0267,0.0162,9.836,-0.0129,-0.0009,0.0171,52.56183,-1.455243,2.41,Vta1a
1.2200000000000002,-0.2088999999999992,-0.030000000000000374,9.868,0.004999999999999935,0.0036999999999999707,-0.000499999999999954,52.56183,-1.455243,2.2899999999999996,Vta1a
1.32,0.1592,-0.1985,10.0168,-0.0244,-0.0096,0.0202,52.56183,-1.455243,2.09,Vta1a
1.4200000000000002,0.1704999999999998,0.15789999999999949,9.8721,0.008599999999999997,0.012800000000000013,-0.005900000000000033,52.56183,-1.455243,1.8799999999999997,Vta1a
1.52,0.0653,-0.0814,9.8808,0.0068,0.0185,-0.0209,52.56183,-1.455243,1.74,Vta1a
1.62,-0.1702,-0.1032,9.8916,-0.015,0.0089,-0.003,52.56183,-1.455243,1.65,Vta1a
1.7200000000000002,-0.01114257425742558,-0.10035940594059402,9.943319801980197,-0.00528217821782178,-0.02077326732673268,0.0033524752475247695,52.56183,-1.455243,1.6,Vta1a
1.82,0.1346,-0.0663,9.8053,-0.0035,-0.0281,0.0186,52.56183,-1.455243,1.6,Vta1a
1.9200000000000002,0.022899999999999775,-0.06470000000000009,9.8768,0.00949999999999993,0.016000000000000007,-0.011699999999999957,52.56183,-1.455243,1.6500000000000001,Vta1a
2.02,-0.0758584158415844,-0.10687029702970308,9.876066336633663,-0.02156138613861385,0.019725742574257434,0.0077871287128713105,52.56183,-1.455243,1.7507920792079208,Vta1a
2.12,0.1383,-0.0039,9.5927,-0.0277,0.0123,-0.0135,52.56183,-1.455243,1.83,Vta1a
2.22,0.0603,0.3999,9.495,0.0432,-0.0136,0.0184,52.56183,-1.455243,1.94,Vta1a
2.3200000000000003,-0.3417000000000006,-0.06569999999999962,9.6021,-0.00350000000000006,-0.04539999999999985,-0.011399999999999744,52.56183,-1.455243,2.0400000000000005,Vta1a
2.4200000000000004,-0.4796999999999986,0.01940000000000002,9.7442,-0.01699999999999998,-0.011299999999999819,0.04629999999999977,52.56183,-1.455243,2.1700000000000004,Vta1a
2.52,-0.1696316831683172,0.024910891089108777,9.827786138613861,-0.012046534653465352,0.028861386138613887,-0.0055356435643564095,52.56183,-1.455243,2.2609900990099008,Vta1a
