time_since_start_s,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,vehicle_speed,trip_id
0.009,1.1234,-1.6959,10.5615,0.0382,-0.3619,0.1366,52.40224,-1.501128,25.18,S4
0.109,-0.076847,-0.25355,10.034748,-0.02506,-0.02549,-0.0030159999999999996,52.42128,-1.534809,0.0,S4
0.20900000000000002,-0.006499999999999888,0.17119999999999957,10.0299,0.009600000000000034,0.03769999999999991,0.014300000000000021,52.42128,-1.534809,6.636358129696873e-15,S4
0.30900000000000005,0.3968999999999775,-1.2971999999999257,8.59870000000006,0.13539999999999297,-0.2795999999999859,0.09009999999999475,52.40224,-1.5011280000000018,23.90999999999867,S4
0.40900000000000003,-0.005429999999999999,0.018502999999999988,10.013303,-0.004665000000000006,0.030729000000000024,0.01817200000000001,52.42128,-1.534809,0.0,S4
0.509,-0.132615,-0.104955,9.70584,-0.026876999999999998,-0.016715,-0.011993,52.42128,-1.534809,0.0,S4
0.6090000000000001,0.1491000000001213,-0.1873000000000594,9.81020000000006,-0.008000000000007872,0.020599999999990674,0.02310000000000727,52.42128,-1.5348089999999963,2.4513724383723432e-12,S4
0.7090000000000001,0.028156999999998655,0.12979400000000096,10.071349,0.012774000000000105,-0.013602999999999942,-0.020498000000000113,52.4210896,-1.5344721900000002,0.22079999999997568,S4
0.809,0.724,-0.6192,9.4321,-0.1588,-0.1864,0.0293,52.40224,-1.501128,20.81,S4
0.909,1.4577,0.9311,10.3374,-0.0541,-0.0999,0.0716,52.40224,-1.501128,20.25,S4
1.009,-0.057,-0.0393,9.6525,-0.0112,0.0315,0.0187,52.42128,-1.534809,0.0,S4
1.109,0.1053,-0.0502,9.9812,0.0169,-0.0315,-0.0122,52.42128,-1.534809,0.0,S4
1.209,-0.0271,0.0398,10.0207,0.0039,0.0321,0.0174,52.42128,-1.534809,0.0,S4
1.309,2.619137623762373,1.9687108910891067,9.54911584158416,-0.22243663366336608,-0.05681089108910881,0.17898415841584142,52.402428514851486,-1.5014614752475248,17.79207920792077,S4
1.409,0.06014646464646471,-0.19971616161616212,9.83009797979798,-0.025341414141414137,0.012418181818181856,0.020764646464646506,52.42128,-1.534809,0.0,S4
1.509,-0.0092,0.1465,10.0416,0.0236,-0.0231,-0.0205,52.42128,-1.534809,0.0,S4
1.609,-1.1456,0.8695,9.8402,-0.135,0.0413,0.0306,52.40224,-1.501128,16.57,S4
1.709,-0.0836,0.1187,9.724,-0.019,-0.0263,-0.0168,52.42128,-1.534809,0.0,S4
1.809,0.0164,-0.0297,9.9836,-0.0233,0.0244,0.0123,52.42128,-1.534809,0.0,S4
1.909,0.0352,1.0312,9.7898,0.2047,0.0093,-0.0709,52.42128,-1.534809,0.0,S4
2.009,-0.1109,-0.1717,9.7205,-0.1578,0.0442,-0.0017,52.42128,-1.534809,0.0,S4
2.109,-0.2085,-0.4483,9.842,0.0569,-0.0395,-0.0216,52.42128,-1.534809,0.0,S4
2.209,0.0751,-0.0429,10.055,0.0293,0.0145,0.0243,52.42128,-1.534809,0.0,S4
2.309,0.0577,0.1249,9.9301,-0.0286,-0.0184,-0.0208,52.42128,-1.534809,0.0,S4
2.4090000000000003,-0.20229999999992812,2.2809999999990684,9.667600000000052,-0.010299999999982414,0.10699999999995434,-0.039499999999980814,52.40261000000001,-1.5009300000000152,13.029999999994214,S4
2.509,0.0234,-0.1563,9.6281,-0.0105,-0.0284,-0.0169,52.42128,-1.534809,0.0,S4
2.609,-0.0648,-0.1428,9.9586,0.0141,0.0108,-0.0022,52.42128,-1.534809,0.0,S4
2.709,-0.1983,-0.0676,9.8356,0.0286,-0.0383,-0.0071,52.42128,-1.534809,0.0,S4
2.809,-0.1113,-0.2455,9.9847,0.0018,0.0179,-0.0089,52.42128,-1.534809,0.0,S4
2.9090000000000003,-0.035713999999999135,-0.057570000000002786,9.979003,-0.02074200000000006,-0.03438100000000022,-0.01612999999999995,52.4210933,-1.53447021,0.11679999999998714,S4
3.009,-0.1404,0.1875,10.0509,0.0264,0.0017,-0.0106,52.42128,-1.534809,0.0,S4
3.109,-0.0325,-0.1203,9.7847,0.0189,-0.0186,-0.0198,52.42128,-1.534809,0.0,S4
3.209,0.1216,3.4479,9.9139,-0.0701,0.2336,-0.0921,52.40261,-1.50093,10.18,S4
3.309,0.0826,-0.2219,9.6635,-0.0379,-0.0219,-0.0039,52.42128,-1.534809,0.0,S4
3.4090000000000003,0.014299999999982282,4.841499999997895,9.128000000000384,0.1531999999999439,0.2694999999998795,-0.13109999999994573,52.40261000000001,-1.5009300000000152,9.4599999999958,S4
3.509,-0.08737600000000006,-0.18995800000000035,9.70492,0.013237999999999986,-0.03031300000000003,-0.007513999999999998,52.42128,-1.534809,0.0,S4
3.609,-0.1172,0.1617,10.0836,0.0007,0.0058,-0.0135,52.42128,-1.534809,0.0,S4
3.709,-1.2285,3.5525,9.2583,-0.3535,0.3665,-0.0874,52.40261,-1.50093,8.34,S4
3.809,0.1063,-0.0862,9.9057,0.0336,0.0,0.0012,52.42128,-1.534809,0.0,S4
3.9090000000000003,-0.005300000000523359,-0.1564999999988336,9.759999999999653,0.01949999999986775,-0.018699999999884583,-0.020900000000049292,52.421279999999996,-1.534808999999985,3.3750779948593486e-12,S4
4.009,0.027366000000006885,0.06083499999998665,10.021671000000005,-0.006247999999998477,0.018746999999998765,0.008086000000000787,52.4210933,-1.5344702100000003,0.07599999999995788,S4
4.109000000000001,-1.8500999999982999,1.8915999999981719,10.335099999999406,-0.5983999999994746,0.43529999999960045,-0.0553999999999658,52.40261000000002,-1.5009300000000303,6.879999999993889,S4
4.2090000000000005,-0.023217000000000473,0.030410000000001103,10.044164000000002,0.001813000000000048,0.01559500000000017,0.013691000000000168,52.42128,-1.534809,0.0,S4
4.309,-0.0668,0.1855,9.9041,0.0288,-0.0151,-0.0104,52.42128,-1.534809,0.0,S4
4.409000000000001,0.0491999999996783,0.15930000000289954,10.131399999999461,-0.010199999999925038,0.034600000000245316,0.016099999999965184,52.42127999999999,-1.53480899999997,5.115907697471013e-12,S4
4.509,0.034,-0.2298,9.6661,-0.0019,-0.0115,-0.0054,52.42128,-1.534809,0.0,S4
4.609000000000001,0.15231683168316895,-0.42772079207920904,9.780357425742574,0.07592178217821827,0.026816831683168525,0.019748514851485287,52.42128,-1.534809,0.0,S4
4.7090000000000005,-1.9076999999984061,4.252799999996169,9.25320000000046,0.087699999999904,0.30869999999971637,0.011199999999988186,52.40261000000002,-1.5009300000000303,4.549999999995959,S4
4.809000000000001,-0.08280000000156089,-0.16819999999742383,10.012199999999279,0.019599999999963317,0.031400000000242734,0.026499999999980813,52.42127999999999,-1.53480899999997,3.721467578545588e-12,S4
4.909000000000001,-0.12540000000092222,-0.042999999997782395,9.745300000000492,0.021000000000054534,0.0019000000002970068,-0.02120000000007292,52.42127999999999,-1.53480899999997,3.4194869158443403e-12,S4
5.009,-1.8952,4.2567,10.1452,0.0387,0.3714,-0.0898,52.40261,-1.50093,3.57,S4
5.109000000000001,1.029177000000006,0.5208730000000051,10.056750000000001,0.028435000000000325,-0.009229000000000147,-0.0067240000000001535,52.42128,-1.534809,0.0,S4
5.2090000000000005,-1.7122999999997675,3.2072999999965677,9.764600000000904,-0.046999999999728925,0.359699999999619,-0.0498999999998491,52.40261000000002,-1.5009300000000303,3.0299999999973086,S4
5.309000000000001,0.32689999999828595,-0.8779999999956954,10.391999999998784,0.1470999999998682,-0.026699999999583356,-0.03520000000001466,52.42127999999999,-1.53480899999997,2.4868995751617287e-12,S4
5.409000000000001,-0.14294799999999186,-0.570155000000026,9.934604000000004,-0.12227800000000068,0.041944999999997734,0.017897000000000392,52.4210933,-1.5344702100000003,0.027999999999984038,S4
5.509,0.12999200000000147,0.23015300000000471,9.463253999999997,0.08608300000000116,-0.029123000000000385,-0.004863000000000131,52.42128,-1.534809,0.0,S4
5.609000000000001,0.012017999999999307,0.22196899999999992,10.023690000000004,0.011375999999999567,0.0233630000000003,0.009057000000000079,52.42128,-1.534809,0.0,S4
5.7090000000000005,-0.16037100000000093,-0.17301200000000222,9.789819999999999,-0.04543400000000031,-0.01906600000000024,-0.013471000000000125,52.42128,-1.534809,0.0,S4
5.809000000000001,-0.08030000000189474,-0.40319999999640244,9.837799999999607,0.007500000000068745,0.01980000000036913,0.024299999999926103,52.42127999999999,-1.53480899999997,1.4921397450970374e-12,S4
5.909000000000001,-0.0033000000000266783,-0.03129999999997272,9.803,0.02129999999999968,-0.02339999999999649,-0.011300000000000981,52.42128,-1.5348089999999999,1.0480505352461422e-14,S4
6.009,-3.007,3.0405,9.7408,-0.0146,0.3718,-0.1219,52.40261,-1.50093,1.18,S4
6.109000000000001,0.03772800000000073,-0.328010000000003,9.636864,-0.01004799999999992,-0.027677000000000295,-0.010462000000000134,52.42128,-1.534809,0.0,S4
6.2090000000000005,-2.0569999999982413,3.21789999999711,10.929399999998926,0.22049999999979847,0.40549999999966196,-0.04229999999995328,52.40261000000002,-1.5009300000000303,0.8099999999992806,S4
6.309000000000001,0.0965450000000025,-0.17014600000000196,9.604686,0.018647000000000365,-0.03351000000000085,-0.007124000000000255,52.42128,-1.534809,0.0,S4
6.409000000000001,-0.052899999999998934,0.07880000000000151,10.0041,0.0031999999999998197,0.021299999999999583,0.008599999999999733,52.42128,-1.534809,0.0,S4
6.509,0.0671,0.2486,9.9229,-0.0171,-0.0255,-0.0214,52.42128,-1.534809,0.0,S4
6.609000000000001,0.010188000000007635,-0.13961500000001825,9.633236999999992,-0.022378000000000467,0.008743999999997532,0.016193000000000225,52.4210933,-1.5344702100000003,0.0,S4
6.7090000000000005,-0.04600000000141061,-0.10889999999715125,9.906899999999455,0.026800000000007373,-0.023999999999658406,-0.01760000000003837,52.42127999999999,-1.53480899999997,0.0,S4
6.809000000000001,-0.10247199999997769,0.20354199999995792,10.044007000000011,-0.004698000000000577,-0.005007000000005313,0.0049360000000009605,52.4210933,-1.5344702100000005,0.0,S4
6.909000000000001,-0.01928399999999962,-0.07379400000000141,9.649461999999998,0.00549300000000006,-0.0017699999999999608,-0.015289000000000118,52.42128,-1.534809,0.0,S4
7.009,-0.0058,-0.1798,9.9207,-0.0151,-0.0143,-0.007,52.42128,-1.534809,0.0,S4
7.109000000000001,0.11289999999999742,-0.12549999999999695,9.958400000000001,0.031699999999999805,-0.01300000000000004,-0.006400000000000064,52.42128,-1.534809,0.0,S4
7.2090000000000005,-0.17840000000223413,0.21710000000080912,10.066999999999988,0.009699999999960565,-0.017399999999688515,-0.013500000000048229,52.42127999999999,-1.53480899999997,0.0,S4
